staff_id,staff_name,role,week_start,appointments_handled,sla_met_rate,escalations,followups_due,followups_completed,followup_rate,avg_handle_time_min,month,month_name,year,sla_met_pct,followup_pct
S009,Staff_09,Nurse,2023-11-20,50,0.8472,5,6,5,0.8333,10.5,11,Nov,2023,84.7,83.3
S009,Staff_09,Nurse,2023-11-27,73,0.8584,5,10,8,0.8,16.4,11,Nov,2023,85.8,80.0
S009,Staff_09,Nurse,2023-12-04,91,0.929,3,18,13,0.7222,18.1,12,Dec,2023,92.9,72.2
S009,Staff_09,Nurse,2023-12-11,44,0.8496,0,6,5,0.8333,14.8,12,Dec,2023,85.0,83.3
S009,Staff_09,Nurse,2023-12-18,65,0.9288,5,12,7,0.5833,10.4,12,Dec,2023,92.9,58.3
S009,Staff_09,Nurse,2023-12-25,62,0.9826,4,11,7,0.6364,13.2,12,Dec,2023,98.3,63.6
S009,Staff_09,Nurse,2024-01-01,113,0.8249,0,13,10,0.7692,9.0,1,Jan,2024,82.5,76.9
S009,Staff_09,Nurse,2024-01-08,93,0.8077,5,17,13,0.7647,10.2,1,Jan,2024,80.8,76.5
S009,Staff_09,Nurse,2024-01-15,48,0.7853,0,12,11,0.9167,10.7,1,Jan,2024,78.5,91.7
S009,Staff_09,Nurse,2024-01-22,58,0.9039,1,17,13,0.7647,9.5,1,Jan,2024,90.4,76.5
S009,Staff_09,Nurse,2024-01-29,118,0.9366,3,14,11,0.7857,10.1,1,Jan,2024,93.7,78.6
S009,Staff_09,Nurse,2024-02-05,45,0.8557,4,5,4,0.8,18.4,2,Feb,2024,85.6,80.0
S009,Staff_09,Nurse,2024-02-12,119,0.8484,4,11,8,0.7273,16.5,2,Feb,2024,84.8,72.7
S009,Staff_09,Nurse,2024-02-19,79,0.9416,4,14,9,0.6429,8.7,2,Feb,2024,94.2,64.3
S009,Staff_09,Nurse,2024-02-26,67,0.8412,5,15,10,0.6667,13.3,2,Feb,2024,84.1,66.7
S009,Staff_09,Nurse,2024-03-04,107,0.9126,1,23,19,0.8261,17.5,3,Mar,2024,91.3,82.6
S009,Staff_09,Nurse,2024-03-11,79,0.8418,2,24,15,0.625,13.3,3,Mar,2024,84.2,62.5
S009,Staff_09,Nurse,2024-03-18,93,0.7849,5,6,4,0.6667,9.2,3,Mar,2024,78.5,66.7
S009,Staff_09,Nurse,2024-03-25,110,0.9605,1,15,12,0.8,13.0,3,Mar,2024,96.0,80.0
S009,Staff_09,Nurse,2024-04-01,40,0.8252,0,20,15,0.75,10.6,4,Apr,2024,82.5,75.0
S009,Staff_09,Nurse,2024-04-08,63,0.7836,4,23,22,0.9565,8.4,4,Apr,2024,78.4,95.6
S009,Staff_09,Nurse,2024-04-15,104,0.8916,3,16,15,0.9375,9.3,4,Apr,2024,89.2,93.8
S009,Staff_09,Nurse,2024-04-22,89,0.7926,4,19,12,0.6316,17.0,4,Apr,2024,79.3,63.2
S009,Staff_09,Nurse,2024-04-29,45,0.9375,2,20,13,0.65,15.9,4,Apr,2024,93.8,65.0
S009,Staff_09,Nurse,2024-05-06,90,0.8166,0,9,8,0.8889,13.3,5,May,2024,81.7,88.9
S009,Staff_09,Nurse,2024-05-13,54,0.7848,3,12,10,0.8333,14.8,5,May,2024,78.5,83.3
S009,Staff_09,Nurse,2024-05-20,46,0.9224,3,10,9,0.9,15.9,5,May,2024,92.2,90.0
S009,Staff_09,Nurse,2024-05-27,109,0.8341,0,20,18,0.9,8.4,5,May,2024,83.4,90.0
S009,Staff_09,Nurse,2024-06-03,108,0.9596,3,10,6,0.6,10.6,6,Jun,2024,96.0,60.0
S009,Staff_09,Nurse,2024-06-10,50,0.8105,2,17,16,0.9412,12.6,6,Jun,2024,81.0,94.1
S009,Staff_09,Nurse,2024-06-17,77,0.939,0,13,8,0.6154,15.4,6,Jun,2024,93.9,61.5
S009,Staff_09,Nurse,2024-06-24,47,0.7906,0,20,16,0.8,10.0,6,Jun,2024,79.1,80.0
S009,Staff_09,Nurse,2024-07-01,67,0.8607,2,10,7,0.7,11.4,7,Jul,2024,86.1,70.0
S009,Staff_09,Nurse,2024-07-08,42,0.9201,2,7,5,0.7143,19.9,7,Jul,2024,92.0,71.4
S009,Staff_09,Nurse,2024-07-15,90,0.8427,2,20,14,0.7,19.0,7,Jul,2024,84.3,70.0
S009,Staff_09,Nurse,2024-07-22,100,0.9153,2,21,19,0.9048,18.9,7,Jul,2024,91.5,90.5
S009,Staff_09,Nurse,2024-07-29,67,0.8338,5,7,5,0.7143,8.2,7,Jul,2024,83.4,71.4
S009,Staff_09,Nurse,2024-08-05,59,0.8069,5,23,14,0.6087,13.9,8,Aug,2024,80.7,60.9
S009,Staff_09,Nurse,2024-08-12,46,0.8662,5,24,15,0.625,8.8,8,Aug,2024,86.6,62.5
S009,Staff_09,Nurse,2024-08-19,105,0.8017,4,24,18,0.75,8.3,8,Aug,2024,80.2,75.0
S009,Staff_09,Nurse,2024-08-26,83,0.8129,0,16,10,0.625,15.3,8,Aug,2024,81.3,62.5
S009,Staff_09,Nurse,2024-09-02,113,0.8249,2,8,7,0.875,10.1,9,Sep,2024,82.5,87.5
S009,Staff_09,Nurse,2024-09-09,47,0.9366,2,15,10,0.6667,8.8,9,Sep,2024,93.7,66.7
S009,Staff_09,Nurse,2024-09-16,65,0.9615,4,6,4,0.6667,19.9,9,Sep,2024,96.2,66.7
S009,Staff_09,Nurse,2024-09-23,57,0.9036,5,8,6,0.75,8.1,9,Sep,2024,90.4,75.0
S009,Staff_09,Nurse,2024-09-30,66,0.8287,2,24,22,0.9167,18.5,9,Sep,2024,82.9,91.7
S009,Staff_09,Nurse,2024-10-07,108,0.9158,0,19,17,0.8947,15.3,10,Oct,2024,91.6,89.5
S009,Staff_09,Nurse,2024-10-14,48,0.8518,5,18,13,0.7222,18.7,10,Oct,2024,85.2,72.2
S009,Staff_09,Nurse,2024-10-21,78,0.9681,3,18,16,0.8889,12.4,10,Oct,2024,96.8,88.9
S009,Staff_09,Nurse,2024-10-28,93,0.9192,4,13,12,0.9231,11.8,10,Oct,2024,91.9,92.3
S009,Staff_09,Nurse,2024-11-04,52,0.8193,1,24,17,0.7083,10.0,11,Nov,2024,81.9,70.8
S009,Staff_09,Nurse,2024-11-11,49,0.8235,2,13,9,0.6923,15.9,11,Nov,2024,82.4,69.2
S009,Staff_09,Nurse,2024-11-18,54,0.8495,0,16,11,0.6875,15.8,11,Nov,2024,85.0,68.8
S009,Staff_09,Nurse,2024-11-25,83,0.9722,0,9,6,0.6667,19.9,11,Nov,2024,97.2,66.7
S009,Staff_09,Nurse,2024-12-02,50,0.8211,1,6,5,0.8333,14.6,12,Dec,2024,82.1,83.3
S009,Staff_09,Nurse,2024-12-09,63,0.8785,4,5,3,0.6,19.1,12,Dec,2024,87.8,60.0
S009,Staff_09,Nurse,2024-12-16,110,0.7933,2,19,17,0.8947,12.5,12,Dec,2024,79.3,89.5
S009,Staff_09,Nurse,2024-12-23,100,0.9137,4,25,23,0.92,15.4,12,Dec,2024,91.4,92.0
S009,Staff_09,Nurse,2024-12-30,102,0.823,2,17,14,0.8235,8.2,12,Dec,2024,82.3,82.4
S010,Staff_10,Receptionist,2023-06-05,113,0.8543,1,8,5,0.625,12.8,6,Jun,2023,85.4,62.5
S010,Staff_10,Receptionist,2023-06-12,91,0.8679,3,5,4,0.8,15.6,6,Jun,2023,86.8,80.0
S010,Staff_10,Receptionist,2023-06-19,106,0.8427,4,13,11,0.8462,11.1,6,Jun,2023,84.3,84.6
S010,Staff_10,Receptionist,2023-06-26,61,0.9505,4,24,20,0.8333,19.6,6,Jun,2023,95.0,83.3
S010,Staff_10,Receptionist,2023-07-03,70,0.9894,3,6,3,0.5,14.1,7,Jul,2023,98.9,50.0
S010,Staff_10,Receptionist,2023-07-10,67,0.858,0,14,13,0.9286,14.6,7,Jul,2023,85.8,92.9
S010,Staff_10,Receptionist,2023-07-17,70,0.9273,1,18,15,0.8333,10.4,7,Jul,2023,92.7,83.3
S010,Staff_10,Receptionist,2023-07-24,68,0.897,5,18,14,0.7778,9.6,7,Jul,2023,89.7,77.8
S010,Staff_10,Receptionist,2023-07-31,108,0.9869,3,9,8,0.8889,14.6,7,Jul,2023,98.7,88.9
S010,Staff_10,Receptionist,2023-08-07,70,0.9359,4,8,5,0.625,18.3,8,Aug,2023,93.6,62.5
S010,Staff_10,Receptionist,2023-08-14,49,0.8314,1,12,11,0.9167,10.3,8,Aug,2023,83.1,91.7
S010,Staff_10,Receptionist,2023-08-21,117,0.9513,5,19,17,0.8947,14.9,8,Aug,2023,95.1,89.5
S010,Staff_10,Receptionist,2023-08-28,92,0.8943,2,20,15,0.75,12.6,8,Aug,2023,89.4,75.0
S010,Staff_10,Receptionist,2023-09-04,62,0.8394,3,7,6,0.8571,9.4,9,Sep,2023,83.9,85.7
S010,Staff_10,Receptionist,2023-09-11,88,0.843,0,15,13,0.8667,8.2,9,Sep,2023,84.3,86.7
S010,Staff_10,Receptionist,2023-09-18,112,0.8007,0,19,14,0.7368,15.8,9,Sep,2023,80.1,73.7
S010,Staff_10,Receptionist,2023-09-25,67,0.9897,4,11,9,0.8182,10.6,9,Sep,2023,99.0,81.8
S010,Staff_10,Receptionist,2023-10-02,72,0.9582,4,21,18,0.8571,13.7,10,Oct,2023,95.8,85.7
S010,Staff_10,Receptionist,2023-10-09,120,0.9467,3,19,18,0.9474,10.0,10,Oct,2023,94.7,94.7
S010,Staff_10,Receptionist,2023-10-16,61,0.9795,1,13,11,0.8462,19.1,10,Oct,2023,98.0,84.6
S010,Staff_10,Receptionist,2023-10-23,111,0.8288,4,21,15,0.7143,12.5,10,Oct,2023,82.9,71.4
S010,Staff_10,Receptionist,2023-10-30,60,0.8002,0,12,7,0.5833,8.3,10,Oct,2023,80.0,58.3
S010,Staff_10,Receptionist,2023-11-06,99,0.8459,0,6,3,0.5,13.9,11,Nov,2023,84.6,50.0
S010,Staff_10,Receptionist,2023-11-13,118,0.9562,2,8,6,0.75,19.0,11,Nov,2023,95.6,75.0
S010,Staff_10,Receptionist,2023-11-20,40,0.9839,0,15,11,0.7333,13.4,11,Nov,2023,98.4,73.3
S010,Staff_10,Receptionist,2023-11-27,120,0.9443,1,13,12,0.9231,11.1,11,Nov,2023,94.4,92.3
S010,Staff_10,Receptionist,2023-12-04,89,0.9417,1,6,5,0.8333,19.3,12,Dec,2023,94.2,83.3
S010,Staff_10,Receptionist,2023-12-11,43,0.8245,1,9,6,0.6667,13.3,12,Dec,2023,82.4,66.7
S010,Staff_10,Receptionist,2023-12-18,51,0.9301,4,19,18,0.9474,8.2,12,Dec,2023,93.0,94.7
S010,Staff_10,Receptionist,2023-12-25,98,0.8867,0,10,6,0.6,14.2,12,Dec,2023,88.7,60.0
S010,Staff_10,Receptionist,2024-01-01,98,0.9558,2,18,14,0.7778,19.8,1,Jan,2024,95.6,77.8
S010,Staff_10,Receptionist,2024-01-08,109,0.955,3,5,3,0.6,15.1,1,Jan,2024,95.5,60.0
S010,Staff_10,Receptionist,2024-01-15,107,0.9079,5,21,18,0.8571,14.9,1,Jan,2024,90.8,85.7
S010,Staff_10,Receptionist,2024-01-22,84,0.8119,5,18,15,0.8333,15.8,1,Jan,2024,81.2,83.3
S010,Staff_10,Receptionist,2024-01-29,47,0.966,5,10,9,0.9,13.4,1,Jan,2024,96.6,90.0
S010,Staff_10,Receptionist,2024-02-05,101,0.9729,5,13,12,0.9231,18.7,2,Feb,2024,97.3,92.3
S010,Staff_10,Receptionist,2024-02-12,69,0.9707,3,16,13,0.8125,17.2,2,Feb,2024,97.1,81.2
S010,Staff_10,Receptionist,2024-02-19,51,0.9544,5,10,7,0.7,15.2,2,Feb,2024,95.4,70.0
S010,Staff_10,Receptionist,2024-02-26,93,0.9427,2,25,19,0.76,8.1,2,Feb,2024,94.3,76.0
S010,Staff_10,Receptionist,2024-03-04,119,0.9626,2,22,17,0.7727,8.7,3,Mar,2024,96.3,77.3
S010,Staff_10,Receptionist,2024-03-11,79,0.916,5,9,6,0.6667,16.4,3,Mar,2024,91.6,66.7
S010,Staff_10,Receptionist,2024-03-18,78,0.9887,4,8,7,0.875,12.4,3,Mar,2024,98.9,87.5
S010,Staff_10,Receptionist,2024-03-25,101,0.7801,5,20,19,0.95,16.3,3,Mar,2024,78.0,95.0
S010,Staff_10,Receptionist,2024-04-01,103,0.9199,0,9,8,0.8889,14.5,4,Apr,2024,92.0,88.9
S010,Staff_10,Receptionist,2024-04-08,86,0.8524,2,23,15,0.6522,11.5,4,Apr,2024,85.2,65.2
S010,Staff_10,Receptionist,2024-04-15,108,0.9036,5,16,13,0.8125,15.2,4,Apr,2024,90.4,81.2
S010,Staff_10,Receptionist,2024-04-22,43,0.9854,5,9,8,0.8889,16.3,4,Apr,2024,98.5,88.9
S010,Staff_10,Receptionist,2024-04-29,120,0.9608,1,18,15,0.8333,17.0,4,Apr,2024,96.1,83.3
S010,Staff_10,Receptionist,2024-05-06,91,0.9866,4,13,10,0.7692,18.2,5,May,2024,98.7,76.9
S010,Staff_10,Receptionist,2024-05-13,92,0.8619,4,17,13,0.7647,17.9,5,May,2024,86.2,76.5
S010,Staff_10,Receptionist,2024-05-20,89,0.9146,1,5,4,0.8,16.3,5,May,2024,91.5,80.0
S010,Staff_10,Receptionist,2024-05-27,105,0.8559,3,19,11,0.5789,12.2,5,May,2024,85.6,57.9
S010,Staff_10,Receptionist,2024-06-03,96,0.8864,5,8,7,0.875,8.8,6,Jun,2024,88.6,87.5
S010,Staff_10,Receptionist,2024-06-10,67,0.8915,4,18,16,0.8889,12.3,6,Jun,2024,89.1,88.9
S010,Staff_10,Receptionist,2024-06-17,53,0.9511,1,12,7,0.5833,19.9,6,Jun,2024,95.1,58.3
S010,Staff_10,Receptionist,2024-06-24,79,0.9771,3,20,15,0.75,16.6,6,Jun,2024,97.7,75.0
S010,Staff_10,Receptionist,2024-07-01,83,0.9612,1,15,12,0.8,12.7,7,Jul,2024,96.1,80.0
S010,Staff_10,Receptionist,2024-07-08,74,0.9572,1,21,12,0.5714,14.5,7,Jul,2024,95.7,57.1
S010,Staff_10,Receptionist,2024-07-15,61,0.908,2,14,8,0.5714,11.7,7,Jul,2024,90.8,57.1
S010,Staff_10,Receptionist,2024-07-22,40,0.8515,0,8,7,0.875,11.8,7,Jul,2024,85.2,87.5
S010,Staff_10,Receptionist,2024-07-29,86,0.9771,4,12,9,0.75,18.1,7,Jul,2024,97.7,75.0
S010,Staff_10,Receptionist,2024-08-05,51,0.8536,3,22,20,0.9091,10.8,8,Aug,2024,85.4,90.9
S010,Staff_10,Receptionist,2024-08-12,58,0.9562,0,18,16,0.8889,12.8,8,Aug,2024,95.6,88.9
S010,Staff_10,Receptionist,2024-08-19,120,0.9623,3,25,19,0.76,18.1,8,Aug,2024,96.2,76.0
S010,Staff_10,Receptionist,2024-08-26,72,0.9018,2,19,14,0.7368,19.5,8,Aug,2024,90.2,73.7
S010,Staff_10,Receptionist,2024-09-02,59,0.8853,5,23,17,0.7391,16.7,9,Sep,2024,88.5,73.9
S010,Staff_10,Receptionist,2024-09-09,74,0.8991,3,22,21,0.9545,19.2,9,Sep,2024,89.9,95.4
S010,Staff_10,Receptionist,2024-09-16,116,0.7963,2,11,10,0.9091,19.9,9,Sep,2024,79.6,90.9
S010,Staff_10,Receptionist,2024-09-23,64,0.9356,4,19,17,0.8947,19.5,9,Sep,2024,93.6,89.5
S010,Staff_10,Receptionist,2024-09-30,49,0.79,3,13,8,0.6154,16.6,9,Sep,2024,79.0,61.5
S010,Staff_10,Receptionist,2024-10-07,70,0.9168,0,22,14,0.6364,11.2,10,Oct,2024,91.7,63.6
S010,Staff_10,Receptionist,2024-10-14,77,0.902,1,7,4,0.5714,11.9,10,Oct,2024,90.2,57.1
S010,Staff_10,Receptionist,2024-10-21,73,0.826,3,14,10,0.7143,9.2,10,Oct,2024,82.6,71.4
S010,Staff_10,Receptionist,2024-10-28,61,0.7978,4,13,9,0.6923,18.2,10,Oct,2024,79.8,69.2
S010,Staff_10,Receptionist,2024-11-04,96,0.931,5,16,15,0.9375,9.4,11,Nov,2024,93.1,93.8
S010,Staff_10,Receptionist,2024-11-11,120,0.8593,2,11,6,0.5455,18.1,11,Nov,2024,85.9,54.6
S010,Staff_10,Receptionist,2024-11-18,70,0.8473,4,10,7,0.7,17.3,11,Nov,2024,84.7,70.0
S010,Staff_10,Receptionist,2024-11-25,52,0.8295,3,14,12,0.8571,19.5,11,Nov,2024,83.0,85.7
S010,Staff_10,Receptionist,2024-12-02,98,0.8921,5,24,20,0.8333,10.3,12,Dec,2024,89.2,83.3
S010,Staff_10,Receptionist,2024-12-09,72,0.9115,4,14,13,0.9286,19.5,12,Dec,2024,91.1,92.9
S010,Staff_10,Receptionist,2024-12-16,61,0.9531,3,9,8,0.8889,9.7,12,Dec,2024,95.3,88.9
S010,Staff_10,Receptionist,2024-12-23,77,0.8962,2,9,5,0.5556,9.9,12,Dec,2024,89.6,55.6
S010,Staff_10,Receptionist,2024-12-30,116,0.7807,0,6,3,0.5,14.7,12,Dec,2024,78.1,50.0
S011,Staff_11,Admin Officer,2023-06-05,81,0.9419,5,24,19,0.7917,8.9,6,Jun,2023,94.2,79.2
S011,Staff_11,Admin Officer,2023-06-12,104,0.8467,5,9,6,0.6667,13.9,6,Jun,2023,84.7,66.7
S011,Staff_11,Admin Officer,2023-06-19,56,0.8566,3,22,14,0.6364,9.4,6,Jun,2023,85.7,63.6
S011,Staff_11,Admin Officer,2023-06-26,71,0.8802,0,21,20,0.9524,14.0,6,Jun,2023,88.0,95.2
S011,Staff_11,Admin Officer,2023-07-03,94,0.8497,3,5,4,0.8,10.0,7,Jul,2023,85.0,80.0
S011,Staff_11,Admin Officer,2023-07-10,54,0.9733,4,15,12,0.8,10.8,7,Jul,2023,97.3,80.0
S011,Staff_11,Admin Officer,2023-07-17,116,0.8305,5,17,15,0.8824,18.6,7,Jul,2023,83.0,88.2
S011,Staff_11,Admin Officer,2023-07-24,44,0.79,2,17,13,0.7647,17.4,7,Jul,2023,79.0,76.5
S011,Staff_11,Admin Officer,2023-07-31,41,0.9626,5,5,3,0.6,18.2,7,Jul,2023,96.3,60.0
S011,Staff_11,Admin Officer,2023-08-07,44,0.7803,2,23,18,0.7826,18.7,8,Aug,2023,78.0,78.3
S011,Staff_11,Admin Officer,2023-08-14,96,0.8865,2,21,12,0.5714,15.6,8,Aug,2023,88.6,57.1
S011,Staff_11,Admin Officer,2023-08-21,101,0.8416,3,6,3,0.5,8.7,8,Aug,2023,84.2,50.0
S011,Staff_11,Admin Officer,2023-08-28,89,0.9828,2,6,4,0.6667,11.5,8,Aug,2023,98.3,66.7
S011,Staff_11,Admin Officer,2023-09-04,104,0.931,3,13,9,0.6923,15.4,9,Sep,2023,93.1,69.2
S011,Staff_11,Admin Officer,2023-09-11,92,0.8095,1,24,14,0.5833,16.5,9,Sep,2023,81.0,58.3
S011,Staff_11,Admin Officer,2023-09-18,114,0.8557,4,22,21,0.9545,12.9,9,Sep,2023,85.6,95.4
S011,Staff_11,Admin Officer,2023-09-25,54,0.8334,1,14,12,0.8571,8.4,9,Sep,2023,83.3,85.7
S011,Staff_11,Admin Officer,2023-10-02,79,0.8822,1,23,21,0.913,18.8,10,Oct,2023,88.2,91.3
S011,Staff_11,Admin Officer,2023-10-09,100,0.98,0,9,8,0.8889,8.3,10,Oct,2023,98.0,88.9
S011,Staff_11,Admin Officer,2023-10-16,81,0.8289,4,17,14,0.8235,9.6,10,Oct,2023,82.9,82.4
S011,Staff_11,Admin Officer,2023-10-23,92,0.9791,3,21,13,0.619,8.4,10,Oct,2023,97.9,61.9
S011,Staff_11,Admin Officer,2023-10-30,56,0.8126,3,17,11,0.6471,9.2,10,Oct,2023,81.3,64.7
S011,Staff_11,Admin Officer,2023-11-06,75,0.964,1,17,13,0.7647,10.3,11,Nov,2023,96.4,76.5
S011,Staff_11,Admin Officer,2023-11-13,91,0.8171,0,5,4,0.8,15.1,11,Nov,2023,81.7,80.0
S011,Staff_11,Admin Officer,2023-11-20,57,0.8008,2,20,14,0.7,11.5,11,Nov,2023,80.1,70.0
S011,Staff_11,Admin Officer,2023-11-27,59,0.9822,4,9,8,0.8889,17.1,11,Nov,2023,98.2,88.9
S011,Staff_11,Admin Officer,2023-12-04,107,0.9551,1,20,19,0.95,17.0,12,Dec,2023,95.5,95.0
S011,Staff_11,Admin Officer,2023-12-11,57,0.9281,5,5,4,0.8,18.9,12,Dec,2023,92.8,80.0
S011,Staff_11,Admin Officer,2023-12-18,95,0.8815,2,24,21,0.875,15.9,12,Dec,2023,88.1,87.5
S011,Staff_11,Admin Officer,2023-12-25,108,0.9833,1,23,18,0.7826,10.0,12,Dec,2023,98.3,78.3
S011,Staff_11,Admin Officer,2024-01-01,119,0.9241,1,22,19,0.8636,18.4,1,Jan,2024,92.4,86.4
S011,Staff_11,Admin Officer,2024-01-08,118,0.9226,5,5,4,0.8,13.1,1,Jan,2024,92.3,80.0
S011,Staff_11,Admin Officer,2024-01-15,99,0.7966,0,24,20,0.8333,10.0,1,Jan,2024,79.7,83.3
S011,Staff_11,Admin Officer,2024-01-22,115,0.8493,5,10,7,0.7,13.5,1,Jan,2024,84.9,70.0
S011,Staff_11,Admin Officer,2024-01-29,96,0.909,1,10,8,0.8,18.4,1,Jan,2024,90.9,80.0
S011,Staff_11,Admin Officer,2024-02-05,46,0.9123,4,15,9,0.6,20.0,2,Feb,2024,91.2,60.0
S011,Staff_11,Admin Officer,2024-02-12,114,0.8646,1,20,13,0.65,9.8,2,Feb,2024,86.5,65.0
S011,Staff_11,Admin Officer,2024-02-19,110,0.8127,0,5,4,0.8,17.9,2,Feb,2024,81.3,80.0
S011,Staff_11,Admin Officer,2024-02-26,80,0.9154,4,12,7,0.5833,16.8,2,Feb,2024,91.5,58.3
S011,Staff_11,Admin Officer,2024-03-04,91,0.9512,2,13,8,0.6154,19.8,3,Mar,2024,95.1,61.5
S011,Staff_11,Admin Officer,2024-03-11,84,0.9094,1,13,8,0.6154,9.1,3,Mar,2024,90.9,61.5
S011,Staff_11,Admin Officer,2024-03-18,76,0.8653,5,9,5,0.5556,18.0,3,Mar,2024,86.5,55.6
S011,Staff_11,Admin Officer,2024-03-25,107,0.8649,5,20,19,0.95,17.3,3,Mar,2024,86.5,95.0
S011,Staff_11,Admin Officer,2024-04-01,82,0.9058,1,6,5,0.8333,13.8,4,Apr,2024,90.6,83.3
S011,Staff_11,Admin Officer,2024-04-08,73,0.7927,2,5,3,0.6,15.8,4,Apr,2024,79.3,60.0
S011,Staff_11,Admin Officer,2024-04-15,89,0.7833,2,24,22,0.9167,10.1,4,Apr,2024,78.3,91.7
S011,Staff_11,Admin Officer,2024-04-22,117,0.8974,0,11,7,0.6364,8.5,4,Apr,2024,89.7,63.6
S011,Staff_11,Admin Officer,2024-04-29,98,0.9587,1,11,9,0.8182,10.6,4,Apr,2024,95.9,81.8
S011,Staff_11,Admin Officer,2024-05-06,101,0.9041,0,21,15,0.7143,16.4,5,May,2024,90.4,71.4
S011,Staff_11,Admin Officer,2024-05-13,109,0.8233,1,7,4,0.5714,19.9,5,May,2024,82.3,57.1
S011,Staff_11,Admin Officer,2024-05-20,103,0.8299,4,18,12,0.6667,19.8,5,May,2024,83.0,66.7
S011,Staff_11,Admin Officer,2024-05-27,111,0.9726,5,7,5,0.7143,8.1,5,May,2024,97.3,71.4
S011,Staff_11,Admin Officer,2024-06-03,119,0.7826,0,5,4,0.8,14.3,6,Jun,2024,78.3,80.0
S011,Staff_11,Admin Officer,2024-06-10,80,0.8485,5,13,8,0.6154,15.5,6,Jun,2024,84.9,61.5
S011,Staff_11,Admin Officer,2024-06-17,88,0.863,0,12,7,0.5833,10.5,6,Jun,2024,86.3,58.3
S011,Staff_11,Admin Officer,2024-06-24,82,0.8891,1,23,16,0.6957,15.7,6,Jun,2024,88.9,69.6
S011,Staff_11,Admin Officer,2024-07-01,84,0.981,0,5,4,0.8,15.6,7,Jul,2024,98.1,80.0
S011,Staff_11,Admin Officer,2024-07-08,85,0.8898,4,6,5,0.8333,8.8,7,Jul,2024,89.0,83.3
S011,Staff_11,Admin Officer,2024-07-15,107,0.8347,2,11,8,0.7273,13.0,7,Jul,2024,83.5,72.7
S011,Staff_11,Admin Officer,2024-07-22,54,0.8844,4,5,3,0.6,8.2,7,Jul,2024,88.4,60.0
S011,Staff_11,Admin Officer,2024-07-29,64,0.9716,3,13,10,0.7692,10.9,7,Jul,2024,97.2,76.9
S011,Staff_11,Admin Officer,2024-08-05,104,0.8325,0,5,4,0.8,19.3,8,Aug,2024,83.2,80.0
S011,Staff_11,Admin Officer,2024-08-12,55,0.951,0,13,10,0.7692,11.8,8,Aug,2024,95.1,76.9
S011,Staff_11,Admin Officer,2024-08-19,64,0.8796,3,13,10,0.7692,10.2,8,Aug,2024,88.0,76.9
S011,Staff_11,Admin Officer,2024-08-26,62,0.8927,0,15,10,0.6667,16.6,8,Aug,2024,89.3,66.7
S011,Staff_11,Admin Officer,2024-09-02,87,0.9741,2,7,5,0.7143,17.6,9,Sep,2024,97.4,71.4
S011,Staff_11,Admin Officer,2024-09-09,53,0.9725,0,13,12,0.9231,13.2,9,Sep,2024,97.2,92.3
S011,Staff_11,Admin Officer,2024-09-16,120,0.8869,5,25,21,0.84,11.7,9,Sep,2024,88.7,84.0
S011,Staff_11,Admin Officer,2024-09-23,65,0.97,5,22,20,0.9091,16.9,9,Sep,2024,97.0,90.9
S011,Staff_11,Admin Officer,2024-09-30,96,0.8359,3,14,8,0.5714,18.1,9,Sep,2024,83.6,57.1
S011,Staff_11,Admin Officer,2024-10-07,56,0.9496,0,21,13,0.619,14.6,10,Oct,2024,95.0,61.9
S011,Staff_11,Admin Officer,2024-10-14,76,0.9194,1,22,19,0.8636,14.9,10,Oct,2024,91.9,86.4
S011,Staff_11,Admin Officer,2024-10-21,85,0.7801,5,14,10,0.7143,8.3,10,Oct,2024,78.0,71.4
S011,Staff_11,Admin Officer,2024-10-28,60,0.9866,2,5,3,0.6,8.8,10,Oct,2024,98.7,60.0
S011,Staff_11,Admin Officer,2024-11-04,72,0.9492,1,8,6,0.75,9.2,11,Nov,2024,94.9,75.0
S011,Staff_11,Admin Officer,2024-11-11,92,0.8972,0,5,3,0.6,14.5,11,Nov,2024,89.7,60.0
S011,Staff_11,Admin Officer,2024-11-18,120,0.9732,4,25,23,0.92,18.7,11,Nov,2024,97.3,92.0
S011,Staff_11,Admin Officer,2024-11-25,90,0.8563,2,25,19,0.76,14.7,11,Nov,2024,85.6,76.0
S011,Staff_11,Admin Officer,2024-12-02,91,0.9241,3,8,7,0.875,11.0,12,Dec,2024,92.4,87.5
S011,Staff_11,Admin Officer,2024-12-09,116,0.8345,3,6,4,0.6667,11.0,12,Dec,2024,83.4,66.7
S011,Staff_11,Admin Officer,2024-12-16,118,0.872,0,18,16,0.8889,11.9,12,Dec,2024,87.2,88.9
S011,Staff_11,Admin Officer,2024-12-23,91,0.8108,3,9,8,0.8889,9.3,12,Dec,2024,81.1,88.9
S011,Staff_11,Admin Officer,2024-12-30,49,0.9677,4,12,8,0.6667,14.6,12,Dec,2024,96.8,66.7
S012,Staff_12,Nurse,2023-06-05,77,0.8459,2,15,11,0.7333,16.9,6,Jun,2023,84.6,73.3
S012,Staff_12,Nurse,2023-06-12,85,0.7998,2,9,5,0.5556,16.6,6,Jun,2023,80.0,55.6
S012,Staff_12,Nurse,2023-06-19,48,0.7823,1,5,3,0.6,9.1,6,Jun,2023,78.2,60.0
S012,Staff_12,Nurse,2023-06-26,108,0.9025,0,13,12,0.9231,8.3,6,Jun,2023,90.2,92.3
